"","X","SiteUID","Paper_ID","Treatment","UniqueFragID","Fragment_size_ha","Response","Sample_size_sum","Mist_net_hours","site_value","Cont_Paper_ID","Cont_SiteUID","Cont_UniqueFragID","Cont_Fragment_size_ha","Cont_Sample_size_sum","Cont_Value","lnRR","Comparison","Type","Partner_Paper_ID","Partner_SiteUID","Partner_UniqueFragID","Partner_Fragment_size_ha","Partner_Sample_size_sum","Partner_site_value","Response_site","Mist_net_hours_site","Sample_size","Rate","Treatment_site","UniqueFragID_site","Unique_name","Fragment_size_ha_site","Latitude","Longitude","Matrix_mean","Forest_Group","Elevation","Rainfall_mm","Forest_type","Country","Publication.Year","SiteUID_new","Cont_loc_key_new","Cont_SiteUID_generated_new","Cont_SiteUID_new","pooled_cont_new","lnRR_input","Value","nt","nc","nt_fix","nc_fix","vi_raw","vi","se_obs","lnRR_for_plot","Elevation_s","Rainfall_mm_s","Latitude_s","Longitude_s","Fragment_size_ha_s","forest_area_ref_ha","log_forest_area_ref","log_forest_area_ref_s","log_size_small","log_size_small_s","lnRR_plot"
"929",948,"Frag__41_-1.7681468_-59.75461755_487.5_NA",41,"Frag","41_-1.7681468_-59.75461755_487.5_NA",487.5,7,1,52,7,NA,NA,NA,NA,NA,NA,0.762140052046897,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.739252703_-59.70506215_637.49_NA","41_-1.739252703_-59.70506215_637.49_NA",637.49,1,3,7,52,1,0.134615384615385,"Frag","41_-1.7681468_-59.75461755_487.5_NA",NA,487.5,-1.7681468,-59.75461755,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.7681468_-59.75461755_487.5_NA",NA,NA,NA,FALSE,7,7,1,1,1,1,2,2,1.4142135623731,-0.762140052046897,-0.626308882313611,0.666590089376158,-0.612033548875887,-0.870064364262356,0.597858426133768,637.49,6.45753859063504,0.546277725458872,6.1892902904379,1.66564602668092,-0.762140052046897
"930",949,"Frag__41_-1.73969619_-59.44704839_193_NA",41,"Frag","41_-1.73969619_-59.44704839_193_NA",193,5,1,52,5,NA,NA,NA,NA,NA,NA,-0.31015492830384,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.7681468_-59.75461755_487.5_NA","41_-1.7681468_-59.75461755_487.5_NA",487.5,1,7,5,52,1,0.0961538461538462,"Frag","41_-1.73969619_-59.44704839_193_NA",NA,193,-1.73969619,-59.44704839,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.73969619_-59.44704839_193_NA",NA,NA,NA,FALSE,5,5,1,1,1,1,2,2,1.4142135623731,0.31015492830384,-0.626308882313611,0.666590089376158,-0.609980830768429,-0.866511011615134,0.0883662649756848,487.5,6.1892902904379,0.438051084257381,5.26269018890489,1.22153965520122,0.31015492830384
"931",950,"Frag__41_-1.762404777_-59.67868363_13.41_NA",41,"Frag","41_-1.762404777_-59.67868363_13.41_NA",13.41,5,1,52,5,NA,NA,NA,NA,NA,NA,-0.31015492830384,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.7681468_-59.75461755_487.5_NA","41_-1.7681468_-59.75461755_487.5_NA",487.5,1,7,5,52,1,0.0961538461538462,"Frag","41_-1.762404777_-59.67868363_13.41_NA",NA,13.41,-1.762404777,-59.67868363,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.762404777_-59.67868363_13.41_NA",NA,NA,NA,FALSE,5,5,1,1,1,1,2,2,1.4142135623731,0.31015492830384,-0.626308882313611,0.666590089376158,-0.611619260585213,-0.869187098168298,-0.222328801993348,487.5,6.1892902904379,0.438051084257381,2.59600069729359,-0.0565670404738198,0.31015492830384
"932",951,"Frag__41_-1.766578965_-59.36342323_5.85_NA",41,"Frag","41_-1.766578965_-59.36342323_5.85_NA",5.85,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.6094379124341,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.7681468_-59.75461755_487.5_NA","41_-1.7681468_-59.75461755_487.5_NA",487.5,1,7,1,52,1,0.0192307692307692,"Frag","41_-1.766578965_-59.36342323_5.85_NA",NA,5.85,-1.766578965,-59.36342323,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.766578965_-59.36342323_5.85_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.6094379124341,-0.626308882313611,0.666590089376158,-0.611920429217152,-0.865544888471772,-0.235407785824775,487.5,6.1892902904379,0.438051084257381,1.76644166124377,-0.454162996721566,1.6094379124341
"933",952,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.09861228866811,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.488945521_-59.78692275_17.45_NA","41_-1.488945521_-59.78692275_17.45_NA",17.45,1,4,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.09861228866811,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,17.45,2.85933964864844,-0.90544064733148,1.26129787094521,-0.696271297178081,1.09861228866811
"934",953,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.09861228866811,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.503196433_-59.82252505_53.3_NA","41_-1.503196433_-59.82252505_53.3_NA",53.3,1,4,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.09861228866811,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,53.3,3.9759363311718,-0.454941954749197,1.26129787094521,-0.696271297178081,1.09861228866811
"935",954,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-0.510825623765991,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.507224608_-59.78904856_13.59_NA","41_-1.507224608_-59.78904856_13.59_NA",13.59,1,2,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,0.510825623765991,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,13.59,2.60933422816305,-1.00630707191428,1.26129787094521,-0.696271297178081,0.510825623765991
"936",955,"Frag__41_-1.52268922_-59.82890426_1.15_NA",41,"Frag","41_-1.52268922_-59.82890426_1.15_NA",1.15,3,1,52,3,NA,NA,NA,NA,NA,NA,0.847297860387204,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.774584688_-59.69234747_3.53_NA","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,3,52,1,0.0576923076923077,"Frag","41_-1.52268922_-59.82890426_1.15_NA",NA,1.15,-1.52268922,-59.82890426,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.52268922_-59.82890426_1.15_NA",NA,NA,NA,FALSE,3,3,1,1,1,1,2,2,1.4142135623731,-0.847297860387204,-0.626308882313611,0.666590089376158,-0.594323727572276,-0.870922600106392,-0.243538900111508,3.53,1.26129787094521,-1.55018170989693,0.139761942375159,-1.23380766361847,-0.847297860387204
"937",956,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.09861228866811,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.559914341_-59.89267806_98.84_NA","41_-1.559914341_-59.89267806_98.84_NA",98.84,1,4,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.09861228866811,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,98.84,4.59350238112041,-0.205780639442107,1.26129787094521,-0.696271297178081,1.09861228866811
"938",957,"Frag__41_-1.584634166_-59.87229394_2.17_NA",41,"Frag","41_-1.584634166_-59.87229394_2.17_NA",2.17,2,1,52,2,NA,NA,NA,NA,NA,NA,0.510825623765991,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.774584688_-59.69234747_3.53_NA","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,2,52,1,0.0384615384615385,"Frag","41_-1.584634166_-59.87229394_2.17_NA",NA,2.17,-1.584634166,-59.87229394,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.584634166_-59.87229394_2.17_NA",NA,NA,NA,FALSE,2,2,1,1,1,1,2,2,1.4142135623731,-0.510825623765991,-0.626308882313611,0.666590089376158,-0.598793069787423,-0.871423881945865,-0.241774275308855,3.53,1.26129787094521,-1.55018170989693,0.774727167552368,-0.929477778803332,-0.510825623765991
"939",958,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-0.847297860387204,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.588499565_-59.83551205_9.54_NA","41_-1.588499565_-59.83551205_9.54_NA",9.54,1,3,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,0.847297860387204,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,9.54,2.2554934854602,-1.14906657896364,1.26129787094521,-0.696271297178081,0.847297860387204
"940",959,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-0.847297860387204,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.596100945_-59.6328575_1690.04_NA","41_-1.596100945_-59.6328575_1690.04_NA",1690.04,1,3,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,0.847297860387204,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,1690.04,7.43250747627607,0.939635698990646,1.26129787094521,-0.696271297178081,0.847297860387204
"941",960,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.29928298413026,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.627177857_-59.76307791_231.39_NA","41_-1.627177857_-59.76307791_231.39_NA",231.39,1,5,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.29928298413026,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,231.39,5.44410459861402,0.137400737402477,1.26129787094521,-0.696271297178081,1.29928298413026
"942",961,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-0.847297860387204,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.648455486_-59.83199249_673.35_NA","41_-1.648455486_-59.83199249_673.35_NA",673.35,1,3,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,0.847297860387204,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,673.35,6.51226525389605,0.568357578134737,1.26129787094521,-0.696271297178081,0.847297860387204
"943",962,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.09861228866811,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.663733767_-59.71376969_471_NA","41_-1.663733767_-59.71376969_471_NA",471,1,4,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.09861228866811,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,471,6.15485809401642,0.424159175286668,1.26129787094521,-0.696271297178081,1.09861228866811
"944",963,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.09861228866811,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.68181303_-59.65279017_72.1_NA","41_-1.68181303_-59.65279017_72.1_NA",72.1,1,4,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.09861228866811,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,72.1,4.2780540442909,-0.333050463491557,1.26129787094521,-0.696271297178081,1.09861228866811
"945",964,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-0.510825623765991,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.69718653_-59.61203811_78.44_NA","41_-1.69718653_-59.61203811_78.44_NA",78.44,1,2,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,0.510825623765991,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,78.44,4.36233400132815,-0.299047129028512,1.26129787094521,-0.696271297178081,0.510825623765991
"946",965,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.09861228866811,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.697857752_-59.78429368_218.74_NA","41_-1.697857752_-59.78429368_218.74_NA",218.74,1,4,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.09861228866811,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,218.74,5.38788380990708,0.114718069430382,1.26129787094521,-0.696271297178081,1.09861228866811
"947",966,"Frag__41_-1.718200967_-59.75856719_0.83_NA",41,"Frag","41_-1.718200967_-59.75856719_0.83_NA",0.83,3,1,52,3,NA,NA,NA,NA,NA,NA,0.847297860387204,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.774584688_-59.69234747_3.53_NA","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,3,52,1,0.0576923076923077,"Frag","41_-1.718200967_-59.75856719_0.83_NA",NA,0.83,-1.718200967,-59.75856719,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.718200967_-59.75856719_0.83_NA",NA,NA,NA,FALSE,3,3,1,1,1,1,2,2,1.4142135623731,-0.847297860387204,-0.626308882313611,0.666590089376158,-0.608429945445551,-0.870109994532145,-0.244092507892732,3.53,1.26129787094521,-1.55018170989693,-0.186329578191493,-1.39009873430749,-0.847297860387204
"948",967,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-0.847297860387204,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.739252703_-59.70506215_637.49_NA","41_-1.739252703_-59.70506215_637.49_NA",637.49,1,3,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,0.847297860387204,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,637.49,6.45753859063504,0.546277725458872,1.26129787094521,-0.696271297178081,0.847297860387204
"949",968,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.29928298413026,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.73969619_-59.44704839_193_NA","41_-1.73969619_-59.44704839_193_NA",193,1,5,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.29928298413026,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,193,5.26269018890489,0.064207832866115,1.26129787094521,-0.696271297178081,1.29928298413026
"950",969,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.29928298413026,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.762404777_-59.67868363_13.41_NA","41_-1.762404777_-59.67868363_13.41_NA",13.41,1,5,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.29928298413026,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,13.41,2.59600069729359,-1.01168657761962,1.26129787094521,-0.696271297178081,1.29928298413026
"951",970,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,0,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.766578965_-59.36342323_5.85_NA","41_-1.766578965_-59.36342323_5.85_NA",5.85,1,1,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,0,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,5.85,1.76644166124377,-1.34637793664795,1.26129787094521,-0.696271297178081,0
"952",971,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.6094379124341,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.7681468_-59.75461755_487.5_NA","41_-1.7681468_-59.75461755_487.5_NA",487.5,1,7,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.6094379124341,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,487.5,6.1892902904379,0.438051084257381,1.26129787094521,-0.696271297178081,1.6094379124341
"953",972,"Frag__41_-1.488945521_-59.78692275_17.45_NA",41,"Frag","41_-1.488945521_-59.78692275_17.45_NA",17.45,4,1,52,4,NA,NA,NA,NA,NA,NA,0,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.789548816_-59.44814508_21.21_NA","41_-1.789548816_-59.44814508_21.21_NA",21.21,1,4,4,52,1,0.0769230769230769,"Frag","41_-1.488945521_-59.78692275_17.45_NA",NA,17.45,-1.488945521,-59.78692275,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.488945521_-59.78692275_17.45_NA",NA,NA,NA,FALSE,4,4,1,1,1,1,2,2,1.4142135623731,0,-0.626308882313611,0.666590089376158,-0.591889111866324,-0.870437586883047,-0.21533950375539,21.21,3.05447276857659,-0.82671283380397,2.85933964864844,0.0696476080697972,0
"954",973,"Frag__41_-1.789548816_-59.44814508_21.21_NA",41,"Frag","41_-1.789548816_-59.44814508_21.21_NA",21.21,4,1,52,4,NA,NA,NA,NA,NA,NA,0,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.503196433_-59.82252505_53.3_NA","41_-1.503196433_-59.82252505_53.3_NA",53.3,1,4,4,52,1,0.0769230769230769,"Frag","41_-1.789548816_-59.44814508_21.21_NA",NA,21.21,-1.789548816,-59.44814508,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.789548816_-59.44814508_21.21_NA",NA,NA,NA,FALSE,4,4,1,1,1,1,2,2,1.4142135623731,0,-0.626308882313611,0.666590089376158,-0.613577709292106,-0.866523681696603,-0.208834612326003,53.3,3.9759363311718,-0.454941954749197,3.05447276857659,0.163172162733055,0
"955",974,"Frag__41_-1.507224608_-59.78904856_13.59_NA",41,"Frag","41_-1.507224608_-59.78904856_13.59_NA",13.59,2,1,52,2,NA,NA,NA,NA,NA,NA,-0.587786664902119,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.789548816_-59.44814508_21.21_NA","41_-1.789548816_-59.44814508_21.21_NA",21.21,1,4,2,52,1,0.0384615384615385,"Frag","41_-1.507224608_-59.78904856_13.59_NA",NA,13.59,-1.507224608,-59.78904856,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.507224608_-59.78904856_13.59_NA",NA,NA,NA,FALSE,2,2,1,1,1,1,2,2,1.4142135623731,0.587786664902119,-0.626308882313611,0.666590089376158,-0.593207952231177,-0.870462146408427,-0.222017397616409,21.21,3.05447276857659,-0.82671283380397,2.60933422816305,-0.0501764670175316,0.587786664902119
"956",975,"Frag__41_-1.52268922_-59.82890426_1.15_NA",41,"Frag","41_-1.52268922_-59.82890426_1.15_NA",1.15,3,1,52,3,NA,NA,NA,NA,NA,NA,-0.251314428280906,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.789548816_-59.44814508_21.21_NA","41_-1.789548816_-59.44814508_21.21_NA",21.21,1,4,3,52,1,0.0576923076923077,"Frag","41_-1.52268922_-59.82890426_1.15_NA",NA,1.15,-1.52268922,-59.82890426,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.52268922_-59.82890426_1.15_NA",NA,NA,NA,FALSE,3,3,1,1,1,1,2,2,1.4142135623731,0.251314428280906,-0.626308882313611,0.666590089376158,-0.594323727572276,-0.870922600106392,-0.243538900111508,21.21,3.05447276857659,-0.82671283380397,0.139761942375159,-1.23380766361847,0.251314428280906
"957",976,"Frag__41_-1.789548816_-59.44814508_21.21_NA",41,"Frag","41_-1.789548816_-59.44814508_21.21_NA",21.21,4,1,52,4,NA,NA,NA,NA,NA,NA,0,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.559914341_-59.89267806_98.84_NA","41_-1.559914341_-59.89267806_98.84_NA",98.84,1,4,4,52,1,0.0769230769230769,"Frag","41_-1.789548816_-59.44814508_21.21_NA",NA,21.21,-1.789548816,-59.44814508,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.789548816_-59.44814508_21.21_NA",NA,NA,NA,FALSE,4,4,1,1,1,1,2,2,1.4142135623731,0,-0.626308882313611,0.666590089376158,-0.613577709292106,-0.866523681696603,-0.208834612326003,98.84,4.59350238112041,-0.205780639442107,3.05447276857659,0.163172162733055,0
"958",977,"Frag__41_-1.584634166_-59.87229394_2.17_NA",41,"Frag","41_-1.584634166_-59.87229394_2.17_NA",2.17,2,1,52,2,NA,NA,NA,NA,NA,NA,-0.587786664902119,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.789548816_-59.44814508_21.21_NA","41_-1.789548816_-59.44814508_21.21_NA",21.21,1,4,2,52,1,0.0384615384615385,"Frag","41_-1.584634166_-59.87229394_2.17_NA",NA,2.17,-1.584634166,-59.87229394,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.584634166_-59.87229394_2.17_NA",NA,NA,NA,FALSE,2,2,1,1,1,1,2,2,1.4142135623731,0.587786664902119,-0.626308882313611,0.666590089376158,-0.598793069787423,-0.871423881945865,-0.241774275308855,21.21,3.05447276857659,-0.82671283380397,0.774727167552368,-0.929477778803332,0.587786664902119
